Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Transcript start (bp)	Transcript end (bp)
YOR173W	YOR173W.1	YOR173W	YOR173W.1	657264	658325
YOR337W	YOR337W.1	YOR337W	YOR337W.1	954344	956623
YGL104C	YGL104C.1	YGL104C	YGL104C.1	308713	310173
YNL181W	YNL181W.1	YNL181W	YNL181W.1	298335	299558
YDR164C	YDR164C.1	YDR164C	YDR164C.1	782041	784215
YGR243W	YGR243W.1	YGR243W	YGR243W.1	977336	977776
YOR107W	YOR107W.1	YOR107W	YOR107W.1	521353	522282
YDR464W	YDR464W.1	YDR464W	YDR464W.1	1388872	1393179
YGR210C	YGR210C.1	YGR210C	YGR210C.1	913503	914738
YLR012C	YLR012C.1	YLR012C	YLR012C.1	169982	170281
YOR168W	YOR168W.1	YOR168W	YOR168W.1	649303	651732
YLR054C	YLR054C.1	YLR054C	YLR054C.1	248717	250978
YNL002C	YNL002C.1	YNL002C	YNL002C.1	626174	627142
YHR193C	YHR193C.1	YHR193C	YHR193C.1	487712	488236
YNL294C	YNL294C.1	YNL294C	YNL294C.1	78659	80260
YOR005C	YOR005C.1	YOR005C	YOR005C.1	334509	337343
YPR147C	YPR147C.1	YPR147C	YPR147C.1	825645	826559
YBR092C	YBR092C.1	YBR092C	YBR092C.1	427698	429101
YJL028W	YJL028W.1	YJL028W	YJL028W.1	391311	391646
YOR242C	YOR242C.1	YOR242C	YOR242C.1	788742	789857
YLR077W	YLR077W.1	YLR077W	YLR077W.1	283872	285623
YCR081W	YCR081W.1	YCR081W	YCR081W.1	254371	258654
YOR396C-A	YOR396C-A.1	YOR396C-A	YOR396C-A.1	1090015	1090497
YLR458W	YLR458W.1	YLR458W	YLR458W.1	1056455	1056835
YBL040C	YBL040C.1	YBL040C	YBL040C.1	142112	142868
YJR127C	YJR127C.1	YJR127C	YJR127C.1	658917	663059
YJL176C	YJL176C.1	YJL176C	YJL176C.1	92053	94530
YLR453C	YLR453C.1	YLR453C	YLR453C.1	1041799	1042986
YCR007C	YCR007C.1	YCR007C	YCR007C.1	126011	126730
YHR128W	YHR128W.1	YHR128W	YHR128W.1	362115	362765
YOR297C	YOR297C.1	YOR297C	YOR297C.1	874743	875321
YDR225W	YDR225W.1	YDR225W	YDR225W.1	915530	915928
YPR020W	YPR020W.1	YPR020W	YPR020W.1	599870	600217
YJR003C	YJR003C.1	YJR003C	YJR003C.1	440994	442553
YIL101C	YIL101C.1	YIL101C	YIL101C.1	175307	177250
YHR136C	YHR136C.1	YHR136C	YHR136C.1	374654	375100
YPR114W	YPR114W.1	YPR114W	YPR114W.1	753301	754248
YPL189W	YPL189W.1	YPL189W	YPL189W.1	189154	190983
YJL056C	YJL056C.1	YJL056C	YJL056C.1	330431	333073
YPR169W-A	YPR169W-A.1	YPR169W-A	YPR169W-A.1	883239	883457
YLR264C-A	YLR264C-A.1	YLR264C-A	YLR264C-A.1	673828	673944
YPL247C	YPL247C.1	YPL247C	YPL247C.1	82625	84196
YDR482C	YDR482C.1	YDR482C	YDR482C.1	1420431	1420838
YJL122W	YJL122W.1	YJL122W	YJL122W.1	189716	190243
YBL058W	YBL058W.1	YBL058W	YBL058W.1	111437	112708
YLL039C	YLL039C.1	YLL039C	YLL039C.1	64062	65207
YKL107W	YKL107W.1	YKL107W	YKL107W.1	236141	237070
YCL017C	YCL017C.1	YCL017C	YCL017C.1	92777	94270
YER085C	YER085C.1	YER085C	YER085C.1	327619	328140
YMR186W	YMR186W.1	YMR186W	YMR186W.1	632355	634472
YCR065W	YCR065W.1	YCR065W	YCR065W.1	229310	231004
YOR388C	YOR388C.1	YOR388C	YOR388C.1	1071793	1072923
YLR002C	YLR002C.1	YLR002C	YLR002C.1	154343	156334
YFL045C	YFL045C.1	YFL045C	YFL045C.1	43628	44392
YPR091C	YPR091C.1	YPR091C	YPR091C.1	716156	718468
YOL083W	YOL083W.1	YOL083W	YOL083W.1	165714	166952
YLR307C-A	YLR307C-A.1	YLR307C-A	YLR307C-A.1	746848	747111
YDR366C	YDR366C.1	YDR366C	YDR366C.1	1212438	1212836
Q0065	Q0065.1	Q0065	Q0065.1	13818	21935
YER190C-A	YER190C-A.1	YER190C-A	YER190C-A.1	574804	575379
YDR545C-A	YDR545C-A.1	YDR545C-A	YDR545C-A.1	1530863	1531342
YNL020C	YNL020C.1	YNL020C	YNL020C.1	595623	597539
YGL125W	YGL125W.1	YGL125W	YGL125W.1	272520	274322
YKR038C	YKR038C.1	YKR038C	YKR038C.1	511999	513159
YDL215C	YDL215C.1	YDL215C	YDL215C.1	70640	73918
YLR354C	YLR354C.1	YLR354C	YLR354C.1	836350	837357
YCR022C	YCR022C.1	YCR022C	YCR022C.1	157421	157765
YFR008W	YFR008W.1	YFR008W	YFR008W.1	160535	161200
YDR284C	YDR284C.1	YDR284C	YDR284C.1	1030550	1031419
YFL013C	YFL013C.1	YFL013C	YFL013C.1	107852	109930
YKL051W	YKL051W.1	YKL051W	YKL051W.1	341312	342373
YPR174C	YPR174C.1	YPR174C	YPR174C.1	888043	888708
YMR091C	YMR091C.1	YMR091C	YMR091C.1	450058	451365
YJL143W	YJL143W.1	YJL143W	YJL143W.1	147101	147577
YDR112W	YDR112W.1	YDR112W	YDR112W.1	679544	679852
YGR057C	YGR057C.1	YGR057C	YGR057C.1	604773	605501
YKL194C	YKL194C.1	YKL194C	YKL194C.1	77258	78646
YLR308W	YLR308W.1	YLR308W	YLR308W.1	747937	748875
YBR065C	YBR065C.1	YBR065C	YBR065C.1	368584	369678
YMR029C	YMR029C.1	YMR029C	YMR029C.1	328660	330231
YHL042W	YHL042W.1	YHL042W	YHL042W.1	15667	16119
YPR121W	YPR121W.1	YPR121W	YPR121W.1	778583	780301
YNL068C	YNL068C.1	YNL068C	YNL068C.1	495701	498289
YLR156C-A	YLR156C-A.1	YLR156C-A	YLR156C-A.1	472479	472610
YGL157W	YGL157W.1	YGL157W	YGL157W.1	209006	210049
YGL178W	YGL178W.1	YGL178W	YGL178W.1	167352	170571
YMR148W	YMR148W.1	YMR148W	YMR148W.1	560366	560812
YML058W	YML058W.1	YML058W	YML058W.1	159383	159697
YLR249W	YLR249W.1	YLR249W	YLR249W.1	636780	639914
YGR019W	YGR019W.1	YGR019W	YGR019W.1	525229	526644
YJL049W	YJL049W.1	YJL049W	YJL049W.1	345973	347325
YBR263W	YBR263W.1	YBR263W	YBR263W.1	736264	737736
YOR249C	YOR249C.1	YOR249C	YOR249C.1	798674	800731
YBL097W	YBL097W.1	YBL097W	YBL097W.1	40831	43095
YCR020W-B	YCR020W-B.1	YCR020W-B	YCR020W-B.1	155320	155556
YPR044C	YPR044C.1	YPR044C	YPR044C.1	654524	654877
YDR286C	YDR286C.1	YDR286C	YDR286C.1	1035231	1035575
YDR170W-A	YDR170W-A.1	YDR170W-A	YDR170W-A.1	803195	804517
YLR342W-A	YLR342W-A.1	YLR342W-A	YLR342W-A.1	815810	815983
YGR027W-A	YGR027W-A.1	YGR027W-A	YGR027W-A.1	536057	537379
YBL043W	YBL043W.1	YBL043W	YBL043W.1	136688	137461
YLR018C	YLR018C.1	YLR018C	YLR018C.1	178707	179606
YMR076C	YMR076C.1	YMR076C	YMR076C.1	416196	420029
YOR251C	YOR251C.1	YOR251C	YOR251C.1	802550	803464
YAR070C	YAR070C.1	YAR070C	YAR070C.1	224563	224862
YBR124W	YBR124W.1	YBR124W	YBR124W.1	486507	486866
YJR135W-A	YJR135W-A.1	YJR135W-A	YJR135W-A.1	676971	677234
YOR186W	YOR186W.1	YOR186W	YOR186W.1	683111	683545
YDR083W	YDR083W.1	YDR083W	YDR083W.1	612073	613251
YOR011W-A	YOR011W-A.1	YOR011W-A	YOR011W-A.1	355652	355858
YOR267C	YOR267C.1	YOR267C	YOR267C.1	822588	824867
YLR109W	YLR109W.1	YLR109W	YLR109W.1	368781	369311
YOR032C	YOR032C.1	YOR032C	YOR032C.1	389771	391075
YOR091W	YOR091W.1	YOR091W	YOR091W.1	493433	494470
YKR059W	YKR059W.1	YKR059W	YKR059W.1	554987	556174
YBR205W	YBR205W.1	YBR205W	YBR205W.1	633622	634836
YLR316C	YLR316C.1	YLR316C	YLR316C.1	765266	766358
YDR406W-A	YDR406W-A.1	YDR406W-A	YDR406W-A.1	1283799	1284044
YLR292C	YLR292C.1	YLR292C	YLR292C.1	719789	720370
YCR044C	YCR044C.1	YCR044C	YCR044C.1	206877	207950
YLR216C	YLR216C.1	YLR216C	YLR216C.1	572096	573211
YDR046C	YDR046C.1	YDR046C	YDR046C.1	548762	550576
YGR069W	YGR069W.1	YGR069W	YGR069W.1	627083	627418
YJL092W	YJL092W.1	YJL092W	YJL092W.1	257423	260947
YDR096W	YDR096W.1	YDR096W	YDR096W.1	637139	639823
YML018C	YML018C.1	YML018C	YML018C.1	234771	235952
YLR445W	YLR445W.1	YLR445W	YLR445W.1	1024189	1024837
YOR138C	YOR138C.1	YOR138C	YOR138C.1	584309	586324
YOR369C	YOR369C.1	YOR369C	YOR369C.1	1028194	1028625
YGR246C	YGR246C.1	YGR246C	YGR246C.1	982482	984272
YJR145C	YJR145C.1	YJR145C	YJR145C.1	702027	703068
YJR138W	YJR138W.1	YJR138W	YJR138W.1	684567	689321
YHR059W	YHR059W.1	YHR059W	YHR059W.1	220108	220500
YLR138W	YLR138W.1	YLR138W	YLR138W.1	418437	421394
YHL009W-B	YHL009W-B.1	YHL009W-B	YHL009W-B.1	85909	91318
YDR098C-B	YDR098C-B.1	YDR098C-B	YDR098C-B.1	645858	651126
YNL156C	YNL156C.1	YNL156C	YNL156C.1	341069	341968
YNL106C	YNL106C.1	YNL106C	YNL106C.1	420944	424495
YNL286W	YNL286W.1	YNL286W	YNL286W.1	95223	96080
YNL093W	YNL093W.1	YNL093W	YNL093W.1	449868	450530
YIL040W	YIL040W.1	YIL040W	YIL040W.1	277723	278139
YKL104C	YKL104C.1	YKL104C	YKL104C.1	243220	245373
YLR186W	YLR186W.1	YLR186W	YLR186W.1	523632	524390
YDR425W	YDR425W.1	YDR425W	YDR425W.1	1320064	1321941
YGL134W	YGL134W.1	YGL134W	YGL134W.1	255663	256964
YJR094W-A	YJR094W-A.1	YJR094W-A	YJR094W-A.1	608305	608858
YDR293C	YDR293C.1	YDR293C	YDR293C.1	1045640	1049392
YBL113W-A	YBL113W-A.1	YBL113W-A	YBL113W-A.1	646	1128
YNR015W	YNR015W.1	YNR015W	YNR015W.1	653387	654541
YKL006W	YKL006W.1	YKL006W	YKL006W.1	431906	432720
YLR456W	YLR456W.1	YLR456W	YLR456W.1	1055070	1055684
YDR448W	YDR448W.1	YDR448W	YDR448W.1	1356065	1357369
YIL166C	YIL166C.1	YIL166C	YIL166C.1	30938	32566
YDR097C	YDR097C.1	YDR097C	YDR097C.1	640109	643837
YER184C	YER184C.1	YER184C	YER184C.1	556296	558680
YJL047C-A	YJL047C-A.1	YJL047C-A	YJL047C-A.1	349044	349178
YJL066C	YJL066C.1	YJL066C	YJL066C.1	314114	314872
YKL095W	YKL095W.1	YKL095W	YKL095W.1	262277	263113
YLR368W	YLR368W.1	YLR368W	YLR368W.1	857540	859336
YOR194C	YOR194C.1	YOR194C	YOR194C.1	711683	712543
YGR060W	YGR060W.1	YGR060W	YGR060W.1	610564	611493
YHR041C	YHR041C.1	YHR041C	YHR041C.1	189131	189864
YBR115C	YBR115C.1	YBR115C	YBR115C.1	469748	473926
YCR097W	YCR097W.1	YCR097W	YCR097W.1	293835	294321
YBR147W	YBR147W.1	YBR147W	YBR147W.1	536575	537465
YFL003C	YFL003C.1	YFL003C	YFL003C.1	134521	137157
YHR086W	YHR086W.1	YHR086W	YHR086W.1	278153	279724
YOL120C	YOL120C.1	YOL120C	YOL120C.1	93395	94402
YML079W	YML079W.1	YML079W	YML079W.1	110247	110852
YOR125C	YOR125C.1	YOR125C	YOR125C.1	559030	559731
YLR065C	YLR065C.1	YLR065C	YLR065C.1	266373	266918
YNL298W	YNL298W.1	YNL298W	YNL298W.1	68915	71443
YPL134C	YPL134C.1	YPL134C	YPL134C.1	298571	299503
YER078C	YER078C.1	YER078C	YER078C.1	316807	318342
YGL225W	YGL225W.1	YGL225W	YGL225W.1	76894	77907
YLR129W	YLR129W.1	YLR129W	YLR129W.1	399657	402488
YNL224C	YNL224C.1	YNL224C	YNL224C.1	224796	227099
YNL122C	YNL122C.1	YNL122C	YNL122C.1	398023	398370
YGL066W	YGL066W.1	YGL066W	YGL066W.1	377609	379582
YCL067C	YCL067C.1	YCL067C	YCL067C.1	12386	13018
YNL217W	YNL217W.1	YNL217W	YNL217W.1	240331	241311
YGL063W	YGL063W.1	YGL063W	YGL063W.1	383654	384766
YML030W	YML030W.1	YML030W	YML030W.1	216435	216914
YPL152W-A	YPL152W-A.1	YPL152W-A	YPL152W-A.1	264602	264700
YAL039C	YAL039C.1	YAL039C	YAL039C.1	68716	69525
YOR261C	YOR261C.1	YOR261C	YOR261C.1	815915	816931
YLR191W	YLR191W.1	YLR191W	YLR191W.1	537272	538432
YMR316W	YMR316W.1	YMR316W	YMR316W.1	904825	905835
YCR027C	YCR027C.1	YCR027C	YCR027C.1	167370	167999
YDL046W	YDL046W.1	YDL046W	YDL046W.1	371240	371761
YER125W	YER125W.1	YER125W	YER125W.1	410189	412618
YMR263W	YMR263W.1	YMR263W	YMR263W.1	794919	795524
YOL113W	YOL113W.1	YOL113W	YOL113W.1	104326	106293
YAL001C	YAL001C.1	YAL001C	YAL001C.1	147594	151166
YDR517W	YDR517W.1	YDR517W	YDR517W.1	1477239	1478357
YBR197C	YBR197C.1	YBR197C	YBR197C.1	615203	615856
YDR192C	YDR192C.1	YDR192C	YDR192C.1	843569	844861
YJR132W	YJR132W.1	YJR132W	YJR132W.1	669522	672668
YER021W	YER021W.1	YER021W	YER021W.1	196948	198519
YGL034C	YGL034C.1	YGL034C	YGL034C.1	433214	433579
YKL014C	YKL014C.1	YKL014C	YKL014C.1	411619	416913
YDL106C	YDL106C.1	YDL106C	YDL106C.1	270222	271901
YGR197C	YGR197C.1	YGR197C	YGR197C.1	892497	894140
YDR365C	YDR365C.1	YDR365C	YDR365C.1	1204497	1206383
YNL280C	YNL280C.1	YNL280C	YNL280C.1	109095	110411
YCR030C	YCR030C.1	YCR030C	YCR030C.1	173826	176438
YDL154W	YDL154W.1	YDL154W	YDL154W.1	178334	181039
YDR505C	YDR505C.1	YDR505C	YDR505C.1	1456695	1459220
YGL033W	YGL033W.1	YGL033W	YGL033W.1	435625	436351
YMR211W	YMR211W.1	YMR211W	YMR211W.1	689083	690510
YBR221W-A	YBR221W-A.1	YBR221W-A	YBR221W-A.1	666538	666642
YBL036C	YBL036C.1	YBL036C	YBL036C.1	150447	151220
YGL202W	YGL202W.1	YGL202W	YGL202W.1	116059	117561
YIL176C	YIL176C.1	YIL176C	YIL176C.1	8793	9155
YOL147C	YOL147C.1	YOL147C	YOL147C.1	47933	48643
YPR178W	YPR178W.1	YPR178W	YPR178W.1	892332	893729
YFR007W	YFR007W.1	YFR007W	YFR007W.1	159299	160360
YEL008W	YEL008W.1	YEL008W	YEL008W.1	140512	140892
YGR072W	YGR072W.1	YGR072W	YGR072W.1	634304	635467
YER022W	YER022W.1	YER022W	YER022W.1	198812	200875
YNL069C	YNL069C.1	YNL069C	YNL069C.1	493956	495001
YIL118W	YIL118W.1	YIL118W	YIL118W.1	139752	140447
YJR008W	YJR008W.1	YJR008W	YJR008W.1	452430	453446
YKL217W	YKL217W.1	YKL217W	YKL217W.1	22234	24084
YAR060C	YAR060C.1	YAR060C	YAR060C.1	217157	217492
YCL010C	YCL010C.1	YCL010C	YCL010C.1	103571	104350
YNL303W	YNL303W.1	YNL303W	YNL303W.1	61510	61857
YPL036W	YPL036W.1	YPL036W	YPL036W.1	482843	485686
YJR024C	YJR024C.1	YJR024C	YJR024C.1	470230	470964
YBR042C	YBR042C.1	YBR042C	YBR042C.1	320416	321609
YAL047C	YAL047C.1	YAL047C	YAL047C.1	54989	56857
YER056C-A	YER056C-A.1	YER056C-A	YER056C-A.1	269423	270185
YFR011C	YFR011C.1	YFR011C	YFR011C.1	166746	167258
YDR256C	YDR256C.1	YDR256C	YDR256C.1	968133	969680
YFL065C	YFL065C.1	YFL065C	YFL065C.1	3030	3338
YNL287W	YNL287W.1	YNL287W	YNL287W.1	91994	94801
YAL065C	YAL065C.1	YAL065C	YAL065C.1	11565	11951
YGR103W	YGR103W.1	YGR103W	YGR103W.1	695417	697234
YLR061W	YLR061W.1	YLR061W	YLR061W.1	263194	263948
YLR171W	YLR171W.1	YLR171W	YLR171W.1	500733	501122
YGR161W-A	YGR161W-A.1	YGR161W-A	YGR161W-A.1	811738	813054
YOR281C	YOR281C.1	YOR281C	YOR281C.1	846269	847129
YBR162C	YBR162C.1	YBR162C	YBR162C.1	563203	564570
YJL078C	YJL078C.1	YJL078C	YJL078C.1	291336	293981
YMR114C	YMR114C.1	YMR114C	YMR114C.1	496343	497449
YJL152W	YJL152W.1	YJL152W	YJL152W.1	136174	136533
YGR251W	YGR251W.1	YGR251W	YGR251W.1	995639	996229
YJL067W	YJL067W.1	YJL067W	YJL067W.1	314084	314434
YBR094W	YBR094W.1	YBR094W	YBR094W.1	432036	434297
YDR118W-A	YDR118W-A.1	YDR118W-A	YDR118W-A.1	687768	687884
YGR065C	YGR065C.1	YGR065C	YGR065C.1	618077	619858
YGR031C-A	YGR031C-A.1	YGR031C-A	YGR031C-A.1	546809	547300
YEL017C-A	YEL017C-A.1	YEL017C-A	YEL017C-A.1	122798	122929
YGL251C	YGL251C.1	YGL251C	YGL251C.1	27921	31636
YOR260W	YOR260W.1	YOR260W	YOR260W.1	813984	815720
YKL021C	YKL021C.1	YKL021C	YKL021C.1	397344	398750
YKR028W	YKR028W.1	YKR028W	YKR028W.1	494257	497358
YOR374W	YOR374W.1	YOR374W	YOR374W.1	1039840	1041399
YHL026C	YHL026C.1	YHL026C	YHL026C.1	53219	54166
YNR062C	YNR062C.1	YNR062C	YNR062C.1	744360	745343
YHR014W	YHR014W.1	YHR014W	YHR014W.1	132047	132922
YCR028C	YCR028C.1	YCR028C	YCR028C.1	170886	172424
YDL015C	YDL015C.1	YDL015C	YDL015C.1	426002	426934
YJL102W	YJL102W.1	YJL102W	YJL102W.1	231301	233760
YCR016W	YCR016W.1	YCR016W	YCR016W.1	143634	144506
YER058W	YER058W.1	YER058W	YER058W.1	271768	272091
YER149C	YER149C.1	YER149C	YER149C.1	466208	467470
YJL147C	YJL147C.1	YJL147C	YJL147C.1	141419	142567
YDL035C	YDL035C.1	YDL035C	YDL035C.1	389172	392057
YDR533C	YDR533C.1	YDR533C	YDR533C.1	1501447	1502160
YGL222C	YGL222C.1	YGL222C	YGL222C.1	80659	81186
YDL090C	YDL090C.1	YDL090C	YDL090C.1	295034	296329
YBR177C	YBR177C.1	YBR177C	YBR177C.1	584807	586162
YJL034W	YJL034W.1	YJL034W	YJL034W.1	381327	383375
YML012C-A	YML012C-A.1	YML012C-A	YML012C-A.1	245537	245914
YNR059W	YNR059W.1	YNR059W	YNR059W.1	736803	738545
YOR034C-A	YOR034C-A.1	YOR034C-A	YOR034C-A.1	397426	397668
YGR156W	YGR156W.1	YGR156W	YGR156W.1	800546	801823
YLR066W	YLR066W.1	YLR066W	YLR066W.1	267169	267723
YBR125C	YBR125C.1	YBR125C	YBR125C.1	487199	488380
YOR376W	YOR376W.1	YOR376W	YOR376W.1	1043191	1043559
YBR173C	YBR173C.1	YBR173C	YBR173C.1	581726	582172
YCL023C	YCL023C.1	YCL023C	YCL023C.1	78949	79296
YHR057C	YHR057C.1	YHR057C	YHR057C.1	218226	218843
YAL051W	YAL051W.1	YAL051W	YAL051W.1	48564	51707
YOL162W	YOL162W.1	YOL162W	YOL162W.1	10119	10766
YOR077W	YOR077W.1	YOR077W	YOR077W.1	471899	472597
YLR234W	YLR234W.1	YLR234W	YLR234W.1	609783	611753
YDR198C	YDR198C.1	YDR198C	YDR198C.1	852533	853972
YJR124C	YJR124C.1	YJR124C	YJR124C.1	652892	654238
YHR107C	YHR107C.1	YHR107C	YHR107C.1	326813	328036
YER112W	YER112W.1	YER112W	YER112W.1	387232	387795
YLL066C	YLL066C.1	YLL066C	YLL066C.1	6120	9836
YCL026C-A	YCL026C-A.1	YCL026C-A	YCL026C-A.1	74704	75285
YLR174W	YLR174W.1	YLR174W	YLR174W.1	504591	505829
YCR018C-A	YCR018C-A.1	YCR018C-A	YCR018C-A.1	151608	151862
YGR108W	YGR108W.1	YGR108W	YGR108W.1	703636	705051
YDR346C	YDR346C.1	YDR346C	YDR346C.1	1167214	1168659
YDL232W	YDL232W.1	YDL232W	YDL232W.1	38487	38597
YDR091C	YDR091C.1	YDR091C	YDR091C.1	626708	628534
YER165C-A	YER165C-A.1	YER165C-A	YER165C-A.1	512627	512983
YKR092C	YKR092C.1	YKR092C	YKR092C.1	612665	613885
YLR269C	YLR269C.1	YLR269C	YLR269C.1	680866	681216
YEL069C	YEL069C.1	YEL069C	YEL069C.1	21537	23231
YLR117C	YLR117C.1	YLR117C	YLR117C.1	382471	384534
YLR385C	YLR385C.1	YLR385C	YLR385C.1	892992	893390
YBR250W	YBR250W.1	YBR250W	YBR250W.1	719033	720604
YDR143C	YDR143C.1	YDR143C	YDR143C.1	742042	743874
YER185W	YER185W.1	YER185W	YER185W.1	559454	560365
YGL007W	YGL007W.1	YGL007W	YGL007W.1	483260	483637
YAL031C	YAL031C.1	YAL031C	YAL031C.1	84749	87031
YNR075C-A	YNR075C-A.1	YNR075C-A	YNR075C-A.1	781511	781603
YOL013C	YOL013C.1	YOL013C	YOL013C.1	301380	303035
YGR139W	YGR139W.1	YGR139W	YGR139W.1	765726	766064
YLR089C	YLR089C.1	YLR089C	YLR089C.1	318237	320015
YKL222C	YKL222C.1	YKL222C	YKL222C.1	3503	5620
YKL155C	YKL155C.1	YKL155C	YKL155C.1	159456	161342
YGR154C	YGR154C.1	YGR154C	YGR154C.1	796798	797868
YNL277W	YNL277W.1	YNL277W	YNL277W.1	117349	118809
YOL061W	YOL061W.1	YOL061W	YOL061W.1	212244	213734
YDL014W	YDL014W.1	YDL014W	YDL014W.1	427364	428347
YFR013W	YFR013W.1	YFR013W	YFR013W.1	169922	172285
YCL064C	YCL064C.1	YCL064C	YCL064C.1	15798	16880
YDR493W	YDR493W.1	YDR493W	YDR493W.1	1436217	1436588
YLR345W	YLR345W.1	YLR345W	YLR345W.1	820511	822040
YGL022W	YGL022W.1	YGL022W	YGL022W.1	452404	454560
YLR192C	YLR192C.1	YLR192C	YLR192C.1	538792	539589
YOR265W	YOR265W.1	YOR265W	YOR265W.1	820454	820774
YCL019W	YCL019W.1	YCL019W	YCL019W.1	85102	90415
YDR031W	YDR031W.1	YDR031W	YDR031W.1	503498	503863
YOR333C	YOR333C.1	YOR333C	YOR333C.1	944541	944957
YDL190C	YDL190C.1	YDL190C	YDL190C.1	118707	121592
YKR083C	YKR083C.1	YKR083C	YKR083C.1	596421	596822
YBR141C	YBR141C.1	YBR141C	YBR141C.1	527025	528038
YAL008W	YAL008W.1	YAL008W	YAL008W.1	136914	137510
YDR453C	YDR453C.1	YDR453C	YDR453C.1	1365072	1365662
YDR191W	YDR191W.1	YDR191W	YDR191W.1	842337	843449
YDR490C	YDR490C.1	YDR490C	YDR490C.1	1431968	1434268
YER107W-A	YER107W-A.1	YER107W-A	YER107W-A.1	374394	374714
YLR459W	YLR459W.1	YLR459W	YLR459W.1	1057334	1058518
YNL193W	YNL193W.1	YNL193W	YNL193W.1	274368	276044
YHR099W	YHR099W.1	YHR099W	YHR099W.1	302761	313995
YLR360W	YLR360W.1	YLR360W	YLR360W.1	846103	847422
YKL070W	YKL070W.1	YKL070W	YKL070W.1	306211	306720
YPR170W-B	YPR170W-B.1	YPR170W-B	YPR170W-B.1	883239	883595
YKL145W-A	YKL145W-A.1	YKL145W-A	YKL145W-A.1	174958	175050
YOR142W	YOR142W.1	YOR142W	YOR142W.1	593057	594046
YDR304C	YDR304C.1	YDR304C	YDR304C.1	1071880	1072557
YLR430W	YLR430W.1	YLR430W	YLR430W.1	993434	1000129
YPL020C	YPL020C.1	YPL020C	YPL020C.1	512313	514178
YHL023C	YHL023C.1	YHL023C	YHL023C.1	59123	62563
YLR165C	YLR165C.1	YLR165C	YLR165C.1	494494	495258
YOR283W	YOR283W.1	YOR283W	YOR283W.1	847453	848145
YMR052C-A	YMR052C-A.1	YMR052C-A	YMR052C-A.1	380069	380434
YJR054W	YJR054W.1	YJR054W	YJR054W.1	536056	537549
YOR053W	YOR053W.1	YOR053W	YOR053W.1	427817	428158
YER084W-A	YER084W-A.1	YER084W-A	YER084W-A.1	327598	328110
YHL005C	YHL005C.1	YHL005C	YHL005C.1	98828	99220
YMR255W	YMR255W.1	YMR255W	YMR255W.1	778001	778567
YDR029W	YDR029W.1	YDR029W	YDR029W.1	501100	501414
YDR033W	YDR033W.1	YDR033W	YDR033W.1	508147	509109
YPL154C	YPL154C.1	YPL154C	YPL154C.1	259714	260931
YNL043C	YNL043C.1	YNL043C	YNL043C.1	545589	545909
YDR253C	YDR253C.1	YDR253C	YDR253C.1	963990	964565
YAL032C	YAL032C.1	YAL032C	YAL032C.1	83335	84474
YNL241C	YNL241C.1	YNL241C	YNL241C.1	196426	197943
YNL014W	YNL014W.1	YNL014W	YNL014W.1	606319	609453
YEL011W	YEL011W.1	YEL011W	YEL011W.1	133120	135234
YNL291C	YNL291C.1	YNL291C	YNL291C.1	84169	85815
YDL140C	YDL140C.1	YDL140C	YDL140C.1	205360	210561
YLR079W	YLR079W.1	YLR079W	YLR079W.1	286820	287674
YMR104C	YMR104C.1	YMR104C	YMR104C.1	473420	475453
YOR348C	YOR348C.1	YOR348C	YOR348C.1	986899	988782
YOR097C	YOR097C.1	YOR097C	YOR097C.1	506978	507505
Q0143	Q0143.1	Q0143	Q0143.1	51277	51429
YOR072W-B	YOR072W-B.1	YOR072W-B	YOR072W-B.1	464469	464630
YHR103W	YHR103W.1	YHR103W	YHR103W.1	320414	322972
YOL126C	YOL126C.1	YOL126C	YOL126C.1	81787	82920
YOL107W	YOL107W.1	YOL107W	YOL107W.1	112102	113130
YHR026W	YHR026W.1	YHR026W	YHR026W.1	160844	161485
YGL061C	YGL061C.1	YGL061C	YGL061C.1	388968	389711
YGR028W	YGR028W.1	YGR028W	YGR028W.1	542203	543291
YMR141W-A	YMR141W-A.1	YMR141W-A	YMR141W-A.1	550911	551135
YJL089W	YJL089W.1	YJL089W	YJL089W.1	265926	268415
YKL116C	YKL116C.1	YKL116C	YKL116C.1	221344	222900
YHR134W	YHR134W.1	YHR134W	YHR134W.1	371749	372558
YOR022C	YOR022C.1	YOR022C	YOR022C.1	373710	375857
YBR228W	YBR228W.1	YBR228W	YBR228W.1	675313	676227
YNL320W	YNL320W.1	YNL320W	YNL320W.1	37700	38554
YGR123C	YGR123C.1	YGR123C	YGR123C.1	736662	738203
YBR269C	YBR269C.1	YBR269C	YBR269C.1	742160	742576
YMR220W	YMR220W.1	YMR220W	YMR220W.1	712316	713671
YLR290C	YLR290C.1	YLR290C	YLR290C.1	717145	717978
YMR188C	YMR188C.1	YMR188C	YMR188C.1	636291	637004
YNL258C	YNL258C.1	YNL258C	YNL258C.1	158109	160373
YNL075W	YNL075W.1	YNL075W	YNL075W.1	485607	486479
YPR159W	YPR159W.1	YPR159W	YPR159W.1	857583	859745
YMR198W	YMR198W.1	YMR198W	YMR198W.1	659745	661529
YHR089C	YHR089C.1	YHR089C	YHR089C.1	282681	283298
YBR194W	YBR194W.1	YBR194W	YBR194W.1	610038	610409
YBR190W	YBR190W.1	YBR190W	YBR190W.1	605966	606277
